time,signal
1.116,-0.7679999999999998
1.117,-0.766
1.118,-0.7639999999999998
1.119,-0.762
1.12,-0.7599999999999998
1.121,-0.758
1.122,-0.7559999999999998
1.123,-0.754
1.124,-0.7519999999999998
1.125,-0.75
1.1260000000000001,-0.7479999999999998
1.127,-0.746
1.1280000000000001,-0.7439999999999998
1.129,-0.742
1.1300000000000001,-0.7399999999999998
1.131,-0.738
1.1320000000000001,-0.7359999999999998
1.133,-0.734
1.1340000000000001,-0.7319999999999998
1.135,-0.73
1.1360000000000001,-0.7279999999999998
1.137,-0.726
1.1380000000000001,-0.7239999999999998
1.139,-0.722
1.1400000000000001,-0.7199999999999998
1.141,-0.718
1.1420000000000001,-0.7159999999999997
1.143,-0.714
1.1440000000000001,-0.7119999999999997
1.145,-0.71
1.1460000000000001,-0.7079999999999997
1.147,-0.706
1.1480000000000001,-0.7039999999999997
1.149,-0.702
1.1500000000000001,-0.6999999999999997
1.151,-0.698
1.1520000000000001,-0.6959999999999997
1.153,-0.694
1.154,-0.6920000000000002
1.155,-0.69
1.156,-0.6880000000000002
1.157,-0.6859999999999999
1.158,-0.6840000000000002
1.159,-0.6819999999999999
1.16,-0.6800000000000002
1.161,-0.6779999999999999
1.162,-0.6760000000000002
1.163,-0.6739999999999999
1.164,-0.6720000000000002
1.165,-0.6699999999999999
1.166,-0.6680000000000001
1.167,-0.6659999999999999
1.168,-0.6640000000000001
1.169,-0.6619999999999999
1.17,-0.6600000000000001
1.171,-0.6579999999999999
1.172,-0.6560000000000001
1.173,-0.6539999999999999
1.174,-0.6520000000000001
1.175,-0.6499999999999999
1.176,-0.6480000000000001
1.177,-0.6459999999999999
1.178,-0.6440000000000001
1.179,-0.6419999999999999
1.18,-0.6400000000000001
1.181,-0.6379999999999999
1.182,-0.6360000000000001
1.183,-0.6339999999999999
1.184,-0.6320000000000001
1.185,-0.6299999999999999
1.186,-0.6280000000000001
1.187,-0.6259999999999999
1.188,-0.6240000000000001
1.189,-0.6219999999999999
1.19,-0.6200000000000001
1.191,-0.6179999999999999
1.192,-0.6160000000000001
1.193,-0.6139999999999999
1.194,-0.6120000000000001
1.195,-0.6099999999999999
1.196,-0.6080000000000001
1.197,-0.6059999999999999
1.198,-0.6040000000000001
1.199,-0.6019999999999999
1.2,-0.6000000000000001
1.201,-0.5979999999999999
1.202,-0.5960000000000001
1.203,-0.5939999999999999
1.204,-0.5920000000000001
1.205,-0.5899999999999999
1.206,-0.5880000000000001
1.207,-0.5859999999999999
1.208,-0.5840000000000001
1.209,-0.5819999999999999
1.21,-0.5800000000000001
1.211,-0.5779999999999998
1.212,-0.5760000000000001
1.213,-0.5739999999999998
1.214,-0.5720000000000001
1.215,-0.5699999999999998
1.216,-0.5680000000000001
1.217,-0.5659999999999998
1.218,-0.5640000000000001
1.219,-0.5619999999999998
1.22,-0.56
1.221,-0.5579999999999998
1.222,-0.556
1.223,-0.5539999999999998
1.224,-0.552
1.225,-0.5499999999999998
1.226,-0.548
1.227,-0.5459999999999998
1.228,-0.544
1.229,-0.5419999999999998
1.23,-0.54
1.231,-0.5379999999999998
1.232,-0.536
1.233,-0.5339999999999998
1.234,-0.532
1.235,-0.5299999999999998
1.236,-0.528
1.237,-0.5259999999999998
1.238,-0.524
1.239,-0.5219999999999998
1.24,-0.52
1.241,-0.5179999999999998
1.242,-0.516
1.243,-0.5139999999999998
1.244,-0.512
1.245,-0.5099999999999998
1.246,-0.508
1.247,-0.5059999999999998
1.248,-0.504
1.249,-0.5019999999999998
1.25,-0.5
1.2510000000000001,-0.4979999999999998
1.252,-0.496
1.2530000000000001,-0.4939999999999998
1.254,-0.492
1.2550000000000001,-0.48999999999999977
1.256,-0.488
1.2570000000000001,-0.48599999999999977
1.258,-0.484
1.2590000000000001,-0.48199999999999976
1.26,-0.48
1.2610000000000001,-0.47799999999999976
1.262,-0.476
1.2630000000000001,-0.47399999999999975
1.264,-0.472
1.2650000000000001,-0.46999999999999975
1.266,-0.46799999999999997
1.2670000000000001,-0.46599999999999975
1.268,-0.46399999999999997
1.2690000000000001,-0.46199999999999974
1.27,-0.45999999999999996
1.2710000000000001,-0.45799999999999974
1.272,-0.45599999999999996
1.2730000000000001,-0.45399999999999974
1.274,-0.45199999999999996
1.2750000000000001,-0.44999999999999973
1.276,-0.44799999999999995
1.2770000000000001,-0.44599999999999973
1.278,-0.44399999999999995
1.2790000000000001,-0.4419999999999997
1.28,-0.43999999999999995
1.281,-0.43800000000000017
1.282,-0.43599999999999994
1.283,-0.43400000000000016
1.284,-0.43199999999999994
1.285,-0.43000000000000016
1.286,-0.42799999999999994
1.287,-0.42600000000000016
1.288,-0.42399999999999993
1.289,-0.42200000000000015
1.29,-0.41999999999999993
1.291,-0.41800000000000015
1.292,-0.4159999999999999
1.293,-0.41400000000000015
1.294,-0.4119999999999999
1.295,-0.41000000000000014
1.296,-0.4079999999999999
1.297,-0.40600000000000014
1.298,-0.4039999999999999
1.299,-0.40200000000000014
1.3,-0.3999999999999999
1.301,-0.39800000000000013
1.302,-0.3959999999999999
1.303,-0.39400000000000013
1.304,-0.3919999999999999
1.305,-0.3900000000000001
1.306,-0.3879999999999999
1.307,-0.3860000000000001
1.308,-0.3839999999999999
1.309,-0.3820000000000001
1.31,-0.3799999999999999
1.311,-0.3780000000000001
1.312,-0.3759999999999999
1.313,-0.3740000000000001
1.314,-0.3719999999999999
1.315,-0.3700000000000001
1.316,-0.3679999999999999
1.317,-0.3660000000000001
1.318,-0.3639999999999999
1.319,-0.3620000000000001
1.32,-0.3599999999999999
1.321,-0.3580000000000001
1.322,-0.35599999999999987
1.323,-0.3540000000000001
1.324,-0.35199999999999987
1.325,-0.3500000000000001
1.326,-0.34799999999999986
1.327,-0.3460000000000001
1.328,-0.34399999999999986
1.329,-0.3420000000000001
1.33,-0.33999999999999986
1.331,-0.3380000000000001
1.332,-0.33599999999999985
1.333,-0.3340000000000001
1.334,-0.33199999999999985
1.335,-0.33000000000000007
1.336,-0.32799999999999985
1.337,-0.32600000000000007
1.338,-0.32399999999999984
1.339,-0.32200000000000006
1.34,-0.31999999999999984
1.341,-0.31800000000000006
1.342,-0.31599999999999984
1.343,-0.31400000000000006
1.344,-0.31199999999999983
1.345,-0.31000000000000005
1.346,-0.30799999999999983
1.347,-0.30600000000000005
1.348,-0.3039999999999998
1.349,-0.30200000000000005
1.35,-0.2999999999999998
1.351,-0.29800000000000004
1.352,-0.2959999999999998
1.353,-0.29400000000000004
1.354,-0.2919999999999998
1.355,-0.29000000000000004
1.356,-0.2879999999999998
1.357,-0.28600000000000003
1.358,-0.2839999999999998
1.359,-0.28200000000000003
1.36,-0.2799999999999998
1.361,-0.278
1.362,-0.2759999999999998
1.363,-0.274
1.364,-0.2719999999999998
1.365,-0.27
1.366,-0.2679999999999998
1.367,-0.266
1.368,-0.2639999999999998
1.369,-0.262
1.37,-0.2599999999999998
1.371,-0.258
1.372,-0.2559999999999998
1.373,-0.254
1.374,-0.2519999999999998
1.375,-0.25
1.3760000000000001,-0.24799999999999978
1.377,-0.246
1.3780000000000001,-0.24399999999999977
1.379,-0.242
1.3800000000000001,-0.23999999999999977
1.381,-0.238
1.3820000000000001,-0.23599999999999977
1.383,-0.23399999999999999
1.3840000000000001,-0.23199999999999976
1.385,-0.22999999999999998
1.3860000000000001,-0.22799999999999976
1.387,-0.22599999999999998
1.3880000000000001,-0.22399999999999975
1.389,-0.22199999999999998
1.3900000000000001,-0.21999999999999975
1.391,-0.21799999999999997
1.3920000000000001,-0.21599999999999975
1.393,-0.21399999999999997
1.3940000000000001,-0.21199999999999974
1.395,-0.20999999999999996
1.3960000000000001,-0.20799999999999974
1.397,-0.20599999999999996
1.3980000000000001,-0.20399999999999974
1.399,-0.20199999999999996
1.4000000000000001,-0.19999999999999973
1.401,-0.19799999999999995
1.4020000000000001,-0.19599999999999973
1.403,-0.19399999999999995
1.4040000000000001,-0.19199999999999973
1.405,-0.18999999999999995
1.4060000000000001,-0.18799999999999972
1.407,-0.18599999999999994
1.408,-0.18400000000000016
1.409,-0.18199999999999994
1.41,-0.18000000000000016
1.411,-0.17799999999999994
1.412,-0.17600000000000016
1.413,-0.17399999999999993
1.414,-0.17200000000000015
1.415,-0.16999999999999993
1.416,-0.16800000000000015
1.417,-0.16599999999999993
1.418,-0.16400000000000015
1.419,-0.16199999999999992
1.42,-0.16000000000000014
1.421,-0.15799999999999992
1.422,-0.15600000000000014
1.423,-0.15399999999999991
1.424,-0.15200000000000014
1.425,-0.1499999999999999
1.426,-0.14800000000000013
1.427,-0.1459999999999999
1.428,-0.14400000000000013
1.429,-0.1419999999999999
1.43,-0.14000000000000012
1.431,-0.1379999999999999
1.432,-0.13600000000000012
1.433,-0.1339999999999999
1.434,-0.13200000000000012
1.435,-0.1299999999999999
1.436,-0.1280000000000001
1.437,-0.1259999999999999
1.438,-0.12400000000000011
1.439,-0.12199999999999989
1.44,-0.1200000000000001
1.441,-0.11799999999999988
1.442,-0.1160000000000001
1.443,-0.11399999999999988
1.444,-0.1120000000000001
1.445,-0.10999999999999988
1.446,-0.1080000000000001
1.447,-0.10599999999999987
1.448,-0.10400000000000009
1.449,-0.10199999999999987
1.45,-0.10000000000000009
1.451,-0.09799999999999986
1.452,-0.09600000000000009
1.453,-0.09399999999999986
1.454,-0.09200000000000008
1.455,-0.08999999999999986
1.456,-0.08800000000000008
1.457,-0.08599999999999985
1.458,-0.08400000000000007
1.459,-0.08199999999999985
1.46,-0.08000000000000007
1.461,-0.07799999999999985
1.462,-0.07600000000000007
1.463,-0.07399999999999984
1.464,-0.07200000000000006
1.465,-0.06999999999999984
1.466,-0.06800000000000006
1.467,-0.06599999999999984
1.468,-0.06400000000000006
1.469,-0.06199999999999983
1.47,-0.06000000000000005
1.471,-0.05799999999999983
1.472,-0.05600000000000005
1.473,-0.053999999999999826
1.474,-0.052000000000000046
1.475,-0.04999999999999982
1.476,-0.04800000000000004
1.477,-0.04599999999999982
1.478,-0.04400000000000004
1.479,-0.041999999999999815
1.48,-0.040000000000000036
1.481,-0.03799999999999981
1.482,-0.03600000000000003
1.483,-0.03399999999999981
1.484,-0.03200000000000003
1.485,-0.029999999999999805
1.486,-0.028000000000000025
1.487,-0.0259999999999998
1.488,-0.02400000000000002
1.489,-0.021999999999999797
1.49,-0.020000000000000018
1.491,-0.017999999999999794
1.492,-0.016000000000000014
1.493,-0.01399999999999979
1.494,-0.01200000000000001
1.495,-0.009999999999999787
1.496,-0.008000000000000007
1.497,-0.005999999999999783
1.498,-0.0040000000000000036
1.499,-0.0019999999999997797
1.5,0.0
1.5010000000000001,-0.002000000000000224
1.502,-0.0040000000000000036
1.5030000000000001,-0.006000000000000227
1.504,-0.008000000000000007
1.5050000000000001,-0.010000000000000231
1.506,-0.01200000000000001
1.5070000000000001,-0.014000000000000234
1.508,-0.016000000000000014
1.5090000000000001,-0.018000000000000238
1.51,-0.020000000000000018
1.5110000000000001,-0.02200000000000024
1.512,-0.02400000000000002
1.5130000000000001,-0.026000000000000245
1.514,-0.028000000000000025
1.5150000000000001,-0.03000000000000025
1.516,-0.03200000000000003
1.5170000000000001,-0.03400000000000025
1.518,-0.03600000000000003
1.5190000000000001,-0.038000000000000256
1.52,-0.040000000000000036
1.5210000000000001,-0.04200000000000026
1.522,-0.04400000000000004
1.5230000000000001,-0.04600000000000026
1.524,-0.04800000000000004
1.5250000000000001,-0.050000000000000266
1.526,-0.052000000000000046
1.5270000000000001,-0.05400000000000027
1.528,-0.05600000000000005
1.5290000000000001,-0.058000000000000274
1.53,-0.06000000000000005
1.5310000000000001,-0.06200000000000028
1.532,-0.06400000000000006
1.5330000000000001,-0.06600000000000028
1.534,-0.06800000000000006
1.5350000000000001,-0.07000000000000028
1.536,-0.07200000000000006
1.537,-0.07399999999999984
1.538,-0.07600000000000007
1.539,-0.07799999999999985
1.54,-0.08000000000000007
1.541,-0.08199999999999985
1.542,-0.08400000000000007
1.543,-0.08599999999999985
1.544,-0.08800000000000008
1.545,-0.08999999999999986
1.546,-0.09200000000000008
1.547,-0.09399999999999986
1.548,-0.09600000000000009
1.549,-0.09799999999999986
1.55,-0.10000000000000009
1.551,-0.10199999999999987
1.552,-0.10400000000000009
1.553,-0.10599999999999987
1.554,-0.1080000000000001
1.555,-0.10999999999999988
1.556,-0.1120000000000001
1.557,-0.11399999999999988
1.558,-0.1160000000000001
1.559,-0.11799999999999988
1.56,-0.1200000000000001
1.561,-0.12199999999999989
1.562,-0.12400000000000011
1.563,-0.1259999999999999
1.564,-0.1280000000000001
1.565,-0.1299999999999999
1.566,-0.13200000000000012
1.567,-0.1339999999999999
1.568,-0.13600000000000012
1.569,-0.1379999999999999
1.57,-0.14000000000000012
1.571,-0.1419999999999999
1.572,-0.14400000000000013
1.573,-0.1459999999999999
1.574,-0.14800000000000013
1.575,-0.1499999999999999
1.576,-0.15200000000000014
1.577,-0.15399999999999991
1.578,-0.15600000000000014
1.579,-0.15799999999999992
1.58,-0.16000000000000014
1.581,-0.16199999999999992
1.582,-0.16400000000000015
1.583,-0.16599999999999993
1.584,-0.16800000000000015
1.585,-0.16999999999999993
1.586,-0.17200000000000015
1.587,-0.17399999999999993
1.588,-0.17600000000000016
1.589,-0.17799999999999994
1.59,-0.18000000000000016
1.591,-0.18199999999999994
1.592,-0.18400000000000016
1.593,-0.18599999999999994
1.594,-0.18800000000000017
1.595,-0.18999999999999995
1.596,-0.19200000000000017
1.597,-0.19399999999999995
1.598,-0.19600000000000017
1.599,-0.19799999999999995
1.6,-0.20000000000000018
1.601,-0.20199999999999996
1.602,-0.20400000000000018
1.603,-0.20599999999999996
1.604,-0.20800000000000018
1.605,-0.20999999999999996
1.606,-0.2120000000000002
1.607,-0.21399999999999997
1.608,-0.2160000000000002
1.609,-0.21799999999999997
1.61,-0.2200000000000002
1.611,-0.22199999999999998
1.612,-0.2240000000000002
1.613,-0.22599999999999998
1.614,-0.2280000000000002
1.615,-0.22999999999999998
1.616,-0.2320000000000002
1.617,-0.23399999999999999
1.618,-0.2360000000000002
1.619,-0.238
1.62,-0.2400000000000002
1.621,-0.242
1.622,-0.24400000000000022
1.623,-0.246
1.624,-0.24800000000000022
1.625,-0.25
1.6260000000000001,-0.2520000000000002
1.627,-0.254
1.6280000000000001,-0.2560000000000002
1.629,-0.258
1.6300000000000001,-0.26000000000000023
1.631,-0.262
1.6320000000000001,-0.26400000000000023
1.633,-0.266
1.6340000000000001,-0.26800000000000024
1.635,-0.27
1.6360000000000001,-0.27200000000000024
1.637,-0.274
1.6380000000000001,-0.27600000000000025
1.639,-0.278
1.6400000000000001,-0.28000000000000025
1.641,-0.28200000000000003
1.6420000000000001,-0.28400000000000025
1.643,-0.28600000000000003
1.6440000000000001,-0.28800000000000026
1.645,-0.29000000000000004
1.6460000000000001,-0.29200000000000026
1.647,-0.29400000000000004
1.6480000000000001,-0.29600000000000026
1.649,-0.29800000000000004
1.6500000000000001,-0.30000000000000027
1.651,-0.30200000000000005
1.6520000000000001,-0.30400000000000027
1.653,-0.30600000000000005
1.6540000000000001,-0.3080000000000003
1.655,-0.31000000000000005
1.6560000000000001,-0.3120000000000003
1.657,-0.31400000000000006
1.6580000000000001,-0.3160000000000003
1.659,-0.31800000000000006
1.6600000000000001,-0.3200000000000003
1.661,-0.32200000000000006
1.6620000000000001,-0.3240000000000003
1.663,-0.32600000000000007
1.6640000000000001,-0.3280000000000003
1.665,-0.33000000000000007
1.666,-0.33199999999999985
1.667,-0.3340000000000001
1.668,-0.33599999999999985
1.669,-0.3380000000000001
1.67,-0.33999999999999986
1.671,-0.3420000000000001
1.672,-0.34399999999999986
1.673,-0.3460000000000001
1.674,-0.34799999999999986
1.675,-0.3500000000000001
1.676,-0.35199999999999987
1.677,-0.3540000000000001
1.678,-0.35599999999999987
1.679,-0.3580000000000001
1.68,-0.3599999999999999
1.681,-0.3620000000000001
1.682,-0.3639999999999999
1.683,-0.3660000000000001
1.684,-0.3679999999999999
1.685,-0.3700000000000001
1.686,-0.3719999999999999
1.687,-0.3740000000000001
1.688,-0.3759999999999999
1.689,-0.3780000000000001
1.69,-0.3799999999999999
1.691,-0.3820000000000001
1.692,-0.3839999999999999
1.693,-0.3860000000000001
1.694,-0.3879999999999999
1.695,-0.3900000000000001
1.696,-0.3919999999999999
1.697,-0.39400000000000013
1.698,-0.3959999999999999
1.699,-0.39800000000000013
1.7,-0.3999999999999999
1.701,-0.40200000000000014
1.702,-0.4039999999999999
1.703,-0.40600000000000014
1.704,-0.4079999999999999
1.705,-0.41000000000000014
1.706,-0.4119999999999999
1.707,-0.41400000000000015
1.708,-0.4159999999999999
1.709,-0.41800000000000015
1.71,-0.41999999999999993
1.711,-0.42200000000000015
1.712,-0.42399999999999993
1.713,-0.42600000000000016
1.714,-0.42799999999999994
1.715,-0.43000000000000016
1.716,-0.43199999999999994
1.717,-0.43400000000000016
1.718,-0.43599999999999994
1.719,-0.43800000000000017
1.72,-0.43999999999999995
1.721,-0.44200000000000017
1.722,-0.44399999999999995
1.723,-0.4460000000000002
1.724,-0.44799999999999995
1.725,-0.4500000000000002
1.726,-0.45199999999999996
1.727,-0.4540000000000002
1.728,-0.45599999999999996
1.729,-0.4580000000000002
1.73,-0.45999999999999996
1.731,-0.4620000000000002
1.732,-0.46399999999999997
1.733,-0.4660000000000002
1.734,-0.46799999999999997
1.735,-0.4700000000000002
1.736,-0.472
1.737,-0.4740000000000002
1.738,-0.476
1.739,-0.4780000000000002
1.74,-0.48
1.741,-0.4820000000000002
1.742,-0.484
1.743,-0.4860000000000002
1.744,-0.488
1.745,-0.4900000000000002
1.746,-0.492
1.747,-0.4940000000000002
1.748,-0.496
1.749,-0.4980000000000002
1.75,-0.5
1.7510000000000001,-0.5020000000000002
1.752,-0.504
1.7530000000000001,-0.5060000000000002
1.754,-0.508
1.7550000000000001,-0.5100000000000002
1.756,-0.512
1.7570000000000001,-0.5140000000000002
1.758,-0.516
1.7590000000000001,-0.5180000000000002
1.76,-0.52
1.7610000000000001,-0.5220000000000002
1.762,-0.524
1.7630000000000001,-0.5260000000000002
1.764,-0.528
1.7650000000000001,-0.5300000000000002
1.766,-0.532
1.7670000000000001,-0.5340000000000003
1.768,-0.536
1.7690000000000001,-0.5380000000000003
1.77,-0.54
1.7710000000000001,-0.5420000000000003
1.772,-0.544
1.7730000000000001,-0.5460000000000003
1.774,-0.548
1.7750000000000001,-0.5500000000000003
1.776,-0.552
1.7770000000000001,-0.5540000000000003
1.778,-0.556
1.7790000000000001,-0.5580000000000003
1.78,-0.56
1.7810000000000001,-0.5620000000000003
1.782,-0.5640000000000001
1.7830000000000001,-0.5660000000000003
1.784,-0.5680000000000001
1.7850000000000001,-0.5700000000000003
1.786,-0.5720000000000001
1.7870000000000001,-0.5740000000000003
1.788,-0.5760000000000001
1.7890000000000001,-0.5780000000000003
1.79,-0.5800000000000001
1.7910000000000001,-0.5820000000000003
1.792,-0.5840000000000001
1.793,-0.5859999999999999
1.794,-0.5880000000000001
1.795,-0.5899999999999999
1.796,-0.5920000000000001
1.797,-0.5939999999999999
1.798,-0.5960000000000001
1.799,-0.5979999999999999
1.8,-0.6000000000000001
1.801,-0.6019999999999999
1.802,-0.6040000000000001
1.803,-0.6059999999999999
1.804,-0.6080000000000001
1.805,-0.6099999999999999
1.806,-0.6120000000000001
1.807,-0.6139999999999999
1.808,-0.6160000000000001
1.809,-0.6179999999999999
1.81,-0.6200000000000001
1.811,-0.6219999999999999
1.812,-0.6240000000000001
1.813,-0.6259999999999999
1.814,-0.6280000000000001
1.815,-0.6299999999999999
1.816,-0.6320000000000001
1.817,-0.6339999999999999
1.818,-0.6360000000000001
1.819,-0.6379999999999999
1.82,-0.6400000000000001
1.821,-0.6419999999999999
1.822,-0.6440000000000001
1.823,-0.6459999999999999
1.824,-0.6480000000000001
1.825,-0.6499999999999999
1.826,-0.6520000000000001
1.827,-0.6539999999999999
1.828,-0.6560000000000001
1.829,-0.6579999999999999
1.83,-0.6600000000000001
1.831,-0.6619999999999999
1.832,-0.6640000000000001
1.833,-0.6659999999999999
1.834,-0.6680000000000001
1.835,-0.6699999999999999
1.836,-0.6720000000000002
1.837,-0.6739999999999999
1.838,-0.6760000000000002
1.839,-0.6779999999999999
1.84,-0.6800000000000002
1.841,-0.6819999999999999
1.842,-0.6840000000000002
1.843,-0.6859999999999999
1.844,-0.6880000000000002
1.845,-0.69
1.846,-0.6920000000000002
1.847,-0.694
1.848,-0.6960000000000002
1.849,-0.698
1.85,-0.7000000000000002
1.851,-0.702
1.852,-0.7040000000000002
1.853,-0.706
1.854,-0.7080000000000002
1.855,-0.71
1.856,-0.7120000000000002
1.857,-0.714
1.858,-0.7160000000000002
1.859,-0.718
1.86,-0.7200000000000002
1.861,-0.722
1.862,-0.7240000000000002
1.863,-0.726
1.864,-0.7280000000000002
1.865,-0.73
1.866,-0.7320000000000002
1.867,-0.734
1.868,-0.7360000000000002
1.869,-0.738
1.87,-0.7400000000000002
1.871,-0.742
1.872,-0.7440000000000002
1.873,-0.746
1.874,-0.7480000000000002
1.875,-0.75
1.8760000000000001,-0.7520000000000002
1.877,-0.754
1.8780000000000001,-0.7560000000000002
1.879,-0.758
1.8800000000000001,-0.7600000000000002
1.881,-0.762
1.8820000000000001,-0.7640000000000002
1.883,-0.766
1.8840000000000001,-0.7680000000000002
1.885,-0.77
1.8860000000000001,-0.7720000000000002
1.887,-0.774
1.8880000000000001,-0.7760000000000002
1.889,-0.778
1.8900000000000001,-0.7800000000000002
1.891,-0.782
1.8920000000000001,-0.7840000000000003
1.893,-0.786
1.8940000000000001,-0.7880000000000003
1.895,-0.79
1.8960000000000001,-0.7920000000000003
1.897,-0.794
1.8980000000000001,-0.7960000000000003
1.899,-0.798
1.9000000000000001,-0.8000000000000003
1.901,-0.802
1.9020000000000001,-0.8040000000000003
1.903,-0.806
1.9040000000000001,-0.8080000000000003
1.905,-0.81
1.9060000000000001,-0.8120000000000003
1.907,-0.8140000000000001
1.9080000000000001,-0.8160000000000003
1.909,-0.8180000000000001
1.9100000000000001,-0.8200000000000003
1.911,-0.8220000000000001
1.9120000000000001,-0.8240000000000003
1.913,-0.8260000000000001
1.9140000000000001,-0.8280000000000003
1.915,-0.8300000000000001
1.9160000000000001,-0.8320000000000003
1.917,-0.8340000000000001
1.9180000000000001,-0.8360000000000003
1.919,-0.8380000000000001
1.92,-0.8399999999999999
1.921,-0.8420000000000001
1.922,-0.8439999999999999
1.923,-0.8460000000000001
1.924,-0.8479999999999999
1.925,-0.8500000000000001
1.926,-0.8519999999999999
1.927,-0.8540000000000001
1.928,-0.8559999999999999
1.929,-0.8580000000000001
1.93,-0.8599999999999999
1.931,-0.8620000000000001
1.932,-0.8639999999999999
1.933,-0.8660000000000001
1.934,-0.8679999999999999
1.935,-0.8700000000000001
1.936,-0.8719999999999999
1.937,-0.8740000000000001
1.938,-0.8759999999999999
1.939,-0.8780000000000001
1.94,-0.8799999999999999
1.941,-0.8820000000000001
1.942,-0.8839999999999999
1.943,-0.8860000000000001
1.944,-0.8879999999999999
1.945,-0.8900000000000001
1.946,-0.8919999999999999
1.947,-0.8940000000000001
1.948,-0.8959999999999999
1.949,-0.8980000000000001
1.95,-0.8999999999999999
1.951,-0.9020000000000001
1.952,-0.9039999999999999
1.953,-0.9060000000000001
1.954,-0.9079999999999999
1.955,-0.9100000000000001
1.956,-0.9119999999999999
1.957,-0.9140000000000001
1.958,-0.9159999999999999
1.959,-0.9180000000000001
1.96,-0.9199999999999999
1.961,-0.9220000000000002
1.962,-0.9239999999999999
1.963,-0.9260000000000002
1.964,-0.9279999999999999
1.965,-0.9300000000000002
1.966,-0.9319999999999999
1.967,-0.9340000000000002
1.968,-0.9359999999999999
1.969,-0.9380000000000002
1.97,-0.94
1.971,-0.9420000000000002
1.972,-0.944
1.973,-0.9460000000000002
1.974,-0.948
1.975,-0.9500000000000002
1.976,-0.952
1.977,-0.9540000000000002
1.978,-0.956
1.979,-0.9580000000000002
1.98,-0.96
1.981,-0.9620000000000002
1.982,-0.964
1.983,-0.9660000000000002
1.984,-0.968
1.985,-0.9700000000000002
1.986,-0.972
1.987,-0.9740000000000002
1.988,-0.976
1.989,-0.9780000000000002
1.99,-0.98
1.991,-0.9820000000000002
1.992,-0.984
1.993,-0.9860000000000002
1.994,-0.988
1.995,-0.9900000000000002
1.996,-0.992
1.997,-0.9940000000000002
1.998,-0.996
1.999,-0.9980000000000002
2.0,-1.0
2.001,-0.9980000000000002
2.0020000000000002,-0.9959999999999996
2.003,-0.9939999999999998
2.004,-0.992
2.005,-0.9900000000000002
2.0060000000000002,-0.9879999999999995
2.007,-0.9859999999999998
2.008,-0.984
2.009,-0.9820000000000002
2.0100000000000002,-0.9799999999999995
2.011,-0.9779999999999998
2.012,-0.976
2.013,-0.9740000000000002
2.0140000000000002,-0.9719999999999995
2.015,-0.9699999999999998
2.016,-0.968
2.017,-0.9660000000000002
2.0180000000000002,-0.9639999999999995
2.019,-0.9619999999999997
2.02,-0.96
2.021,-0.9580000000000002
2.0220000000000002,-0.9559999999999995
2.023,-0.9539999999999997
2.024,-0.952
2.025,-0.9500000000000002
2.0260000000000002,-0.9479999999999995
2.027,-0.9459999999999997
2.028,-0.944
2.029,-0.9420000000000002
2.0300000000000002,-0.9399999999999995
2.031,-0.9379999999999997
2.032,-0.9359999999999999
2.033,-0.9340000000000002
2.0340000000000003,-0.9319999999999995
2.035,-0.9299999999999997
2.036,-0.9279999999999999
2.037,-0.9260000000000002
2.0380000000000003,-0.9239999999999995
2.039,-0.9219999999999997
2.04,-0.9199999999999999
2.041,-0.9180000000000001
2.0420000000000003,-0.9159999999999995
2.043,-0.9139999999999997
2.044,-0.9119999999999999
2.045,-0.9100000000000001
2.0460000000000003,-0.9079999999999995
2.047,-0.9059999999999997
2.048,-0.9039999999999999
2.049,-0.9020000000000001
2.05,-0.9000000000000004
2.051,-0.8979999999999997
2.052,-0.8959999999999999
2.053,-0.8940000000000001
2.054,-0.8920000000000003
2.055,-0.8899999999999997
2.056,-0.8879999999999999
2.057,-0.8860000000000001
2.058,-0.8840000000000003
2.059,-0.8819999999999997
2.06,-0.8799999999999999
2.061,-0.8780000000000001
2.062,-0.8760000000000003
2.063,-0.8739999999999997
2.064,-0.8719999999999999
2.065,-0.8700000000000001
2.066,-0.8680000000000003
2.067,-0.8659999999999997
2.068,-0.8639999999999999
2.069,-0.8620000000000001
2.07,-0.8600000000000003
2.071,-0.8579999999999997
2.072,-0.8559999999999999
2.073,-0.8540000000000001
2.074,-0.8520000000000003
2.075,-0.8499999999999996
2.076,-0.8479999999999999
2.077,-0.8460000000000001
2.078,-0.8440000000000003
2.079,-0.8419999999999996
2.08,-0.8399999999999999
2.081,-0.8380000000000001
2.082,-0.8360000000000003
2.083,-0.8339999999999996
2.084,-0.8319999999999999
2.085,-0.8300000000000001
2.086,-0.8280000000000003
2.087,-0.8259999999999996
2.088,-0.8239999999999998
2.089,-0.8220000000000001
2.09,-0.8200000000000003
2.091,-0.8179999999999996
2.092,-0.8159999999999998
2.093,-0.8140000000000001
2.094,-0.8120000000000003
2.095,-0.8099999999999996
2.096,-0.8079999999999998
2.097,-0.806
2.098,-0.8040000000000003
2.099,-0.8019999999999996
2.1,-0.7999999999999998
2.101,-0.798
2.102,-0.7960000000000003
2.103,-0.7939999999999996
2.104,-0.7919999999999998
2.105,-0.79
2.106,-0.7880000000000003
2.107,-0.7859999999999996
2.108,-0.7839999999999998
2.109,-0.782
2.11,-0.7800000000000002
2.111,-0.7779999999999996
2.112,-0.7759999999999998
2.113,-0.774
2.114,-0.7720000000000002
2.115,-0.7699999999999996
2.116,-0.7679999999999998
2.117,-0.766
2.118,-0.7640000000000002
